name,mass,radius,orbital_period,semi_major_axis,eccentricity,temp_calculated,detection_type,star_name,star_metallicity,star_mass,star_radius,star_teff,kepler_ratio,orbital_velocity,thermal_equilibrium,star_compactness,radius_period_ratio,log_semi_major,star_mass_orbit_ratio,orbital_frequency,star_density,radius_normalized,log_radius,log_mass,mass_source
TOI-5388 b,0.0069,0.0882999999999999,2.5946748,0.0245,0.092,488.0,Primary Transit,TOI-5388,-0.36,0.2919999999999999,0.3,3440.0,457791.3840495058,0.0593284522692014,2.3329294287380256e+17,0.9733333333333332,0.0340312396759701,-1.6108339156354676,11.918367346938776,0.3854047528422444,10.814814814814817,0.2943333333333333,-2.427015171372223,-2.161150909262745,Observed
TOI-5398 b,0.1847,1.008,10.590547,0.098,0.13,947.0,Primary Transit,TOI-5398,0.1176,1.113,1.053,5533.0,119167.699852112,0.0581416767333735,9.032184334005978e+16,1.056980056980057,0.0951792197324651,-1.0087739243075051,11.357142857142856,0.0944238290996678,0.9532571046772322,0.9572649572649572,0.0079681696491768,-0.7335331045597586,Observed
TOI-5398 c,0.0371,0.314,4.77271,0.057,0.14,1242.0,Primary Transit,TOI-5398,0.0509999999999999,1.113,1.053,5533.0,123000.11741318516,0.0750394560971097,9.032184334005978e+16,1.056980056980057,0.0657907142902041,-1.2441251443275083,19.526315789473685,0.2095245678031977,0.9532571046772322,0.2981956315289649,-1.1583622930738835,-1.4306260903849541,Observed
TOI-544 b,0.00909,0.1801999999999999,1.548352,0.0225,0.0,999.0,Primary Transit,TOI-544,-0.0467999999999999,0.85,0.66,4369.0,210470.79645796437,0.0913046060660242,7.197192896037946e+17,1.2878787878787878,0.1163818046542388,-1.6478174818886375,37.77777777777778,0.6458479725540446,2.956562873918245,0.273030303030303,-1.7136879338078996,-2.0414361167780326,Observed
TOI-5542 b,1.32,1.009,75.12375,0.332,0.018,441.0,Primary Transit,TOI-5542,-0.31,0.89,1.058,5700.0,154219.84645458282,0.0277677501719978,9576862570764986.0,0.8412098298676748,0.0134311718996988,-0.4788619162959637,2.680722891566265,0.0133113695735369,0.7515069538306348,0.9536862003780716,0.0089597413714718,0.12057393120584989,Observed
TOI-554 b,0.0274,0.2337,7.0491423,0.076,0.0,1290.0,Primary Transit,TOI-554,0.0288,1.24,1.43,6338.0,113196.18194536668,0.0677418702904676,2.7937127822360387e+17,0.8671328671328672,0.0331529695463801,-1.1191864077192086,16.315789473684212,0.1418612304081306,0.4240465876731709,0.1634265734265734,-1.4537170374373247,-1.562249437179612,Observed
TOI-554 c,0.0135,0.134,3.04405,0.0443,0.23,1700.0,Primary Transit,TOI-554,-0.0696,1.24,1.43,6338.0,106584.0907449463,0.0914390726525699,8.222454652097774e+17,0.8671328671328672,0.0440203019004287,-1.3535962737769305,27.99097065462754,0.3285097156748411,0.4240465876731709,0.0937062937062937,-2.0099154790312257,-1.869666231504994,Observed
TOI-5573 b,0.35,0.87,8.79758977,0.0712,0.072,528.0,Primary Transit,TOI-5573,0.42,0.619,0.594,3790.0,214430.93198404563,0.0508506085833536,4.070022898189938e+16,1.0420875420875422,0.0988907215208785,-1.1475200063631437,8.6938202247191,0.1136674960010098,2.953461500775268,1.4646464646464648,-0.1392620673335076,-0.4559319556497244,Observed
TOI-558 b,3.61,1.086,14.574071,0.1291,0.298,1061.0,Primary Transit,TOI-558,-0.004,1.349,1.496,6466.0,98714.97390778878,0.0556576966831631,1.0487942956284594e+17,0.9017379679144384,0.0745158988178388,-0.8890737577335797,10.449264136328429,0.0686150081195569,0.4029184634580085,0.7259358288770054,0.0825012215117437,0.557507201905658,Observed
TOI-5592 b,0.899,1.53,2.6085846,0.03935,0.0,1789.0,Primary Transit,TOI-5592,-0.013,1.194,1.393,6240.0,111680.06088053931,0.0947806491832838,9.79149226880906e+17,0.8571428571428571,0.5865249683679035,-1.4050552633049167,30.3430749682338,0.3833496525280415,0.4417239809667026,1.098348887293611,0.4252677354043441,-0.046240308266771224,Observed
TOI-559 b,6.01,1.091,6.9839095,0.0723,0.15,1180.0,Primary Transit,TOI-559,-0.069,1.026,1.233,5925.0,129057.22246365451,0.0650458454120982,2.3576363787749e+17,0.8321167883211679,0.1562162281742052,-1.140861702705469,14.190871369294603,0.1431862769699406,0.5473411886300353,0.8848337388483373,0.0870947068509337,0.7788744720027395,Observed
TOI-5616 b,0.802,0.961,2.002849,0.0272,0.0,939.0,Primary Transit,TOI-5616,0.14,0.666,0.646,3996.0,199337.819703515,0.0853297679232357,3.446387529415225e+17,1.0309597523219816,0.4798165013937646,-1.565431095965801,24.48529411764706,0.499288763156883,2.470453450914849,1.4876160990712073,-0.0397808700118447,-0.09582563171583647,Observed
TOI-561 b,0.00636,0.12463,0.4465697,0.01064,0.0,2319.0,Primary Transit,TOI-561,-0.4,0.805,0.832,5326.0,165559.31519451132,0.1497035998375859,7.107574040612951e+18,0.967548076923077,0.2790829740575771,-1.973058372040971,75.65789473684211,2.239292097067938,1.3977384154884502,0.1497956730769231,-2.0824059311438514,-2.196542884351586,Observed
TOI-561 c,0.01866,0.2556,10.778838,0.0889,0.23,802.0,Primary Transit,TOI-561,-0.4,0.805,0.832,5326.0,165363.10052200756,0.0518214647820354,1.0181250581829104e+17,0.967548076923077,0.0237131312299155,-1.0510982390297865,9.05511811023622,0.0927743788337852,1.3977384154884502,0.3072115384615385,-1.3641415564787571,-1.7290883605895189,Observed
TOI-561 d,0.04194,0.2333,25.71268,0.1587,0.11,600.0,Primary Transit,TOI-561,-0.4,0.805,0.832,5326.0,165410.81811897148,0.0387801469255402,3.194852370962145e+16,0.967548076923077,0.0090733443577254,-0.7994230732451518,5.072463768115942,0.0388913174355998,1.3977384154884502,0.2804086538461539,-1.4554300999547527,-1.3773715738706749,Observed
TOI-561 e,0.039,0.22455,77.144,0.33,0.0739999999999999,416.0,Primary Transit,TOI-561,-0.4,0.805,0.832,5326.0,165600.82188273926,0.026877672292975,7388848614400146.0,0.967548076923077,0.0029107902105153,-0.4814860601221125,2.4393939393939394,0.0129627709219122,1.3977384154884502,0.2698918269230769,-1.49365687944839,-1.408935392973501,Observed
TOI-561 f,0.0601,0.207,433.0,1.034,0.08,601.4000000000001,Primary Transit,TOI-561,-0.4,0.805,0.832,5326.0,169595.44213015892,0.0150041884702625,752598885577199.2,0.967548076923077,0.0004780600461893,0.0145205387579237,0.7785299806576402,0.0023094688221709,1.3977384154884502,0.2487980769230769,-1.575036485716768,-1.2211255279972604,Observed
TOI-5624 b,0.0296,0.20644,3.3903473,0.04201,0.0,1136.0,Primary Transit,TOI-5624,-0.023,0.858,0.82,5327.0,155035.20675247425,0.0778553320347488,4.562736870445322e+17,1.0463414634146342,0.0608905170275623,-1.376647318462008,20.42370864079981,0.2949550330728654,1.5561294815803606,0.2517560975609756,-1.5777454657016106,-1.5287082889410615,Observed
TOI-5624 c,0.0151,0.22072,7.885385,0.07374,0.0,857.0,Primary Transit,TOI-5624,-0.023,0.858,0.82,5327.0,155073.07722243393,0.058757065704645,1.480895865422087e+17,1.0463414634146342,0.0279910239005451,-1.1322968667299025,11.63547599674532,0.1268168897270076,1.5561294815803606,0.2691707317073171,-1.5108603490731063,-1.8210230527068305,Observed
TOI-5624 d,0.0154,0.31975,13.731468,0.1067,0.0,712.6,Primary Transit,TOI-5624,-0.023,0.858,0.82,5327.0,155217.49850306488,0.0488233211682874,7.072972154065968e+16,1.0463414634146342,0.0232859298073592,-0.97183558057553,8.041237113402062,0.0728254255116787,1.5561294815803606,0.3899390243902439,-1.140215838523185,-1.812479279163537,Observed
TOI-5624 e,0.028,0.28968,21.489936,0.1439,0.0,613.8,Primary Transit,TOI-5624,-0.023,0.858,0.82,5327.0,154984.35577252024,0.0420731995527181,3.8887426141476376e+16,1.0463414634146342,0.013479798171572,-0.8419392060633948,5.962473940236275,0.0465334098714858,1.5561294815803606,0.3532682926829268,-1.2389784135247512,-1.5528419686577808,Observed
TOI-5628 Ab,0.09,0.74,4.3416612,0.0368,0.0,492.0,Primary Transit,TOI-5628 A,-0.1,0.36,0.35,3310.0,378240.8273512916,0.0532563939591161,8.863726312175094e+16,1.0285714285714287,0.1704416733392278,-1.4341521813264824,9.782608695652174,0.2303265855935511,8.396501457725948,2.1142857142857143,-0.3011050927839216,-1.0457574905606752,Observed
TOI-5634 Ab,0.576,0.923,2.2035373,0.0272,0.0,837.0,Primary Transit,TOI-5634 A,-0.27,0.556,0.54,3896.0,241287.09826823097,0.077558315148686,3.114138937633218e+17,1.0296296296296297,0.4188719655437646,-1.565431095965801,20.44117647058824,0.4538157806541328,3.530965808057714,1.7092592592592593,-0.0801260444792848,-0.239577516576788,Observed
TOI-564 Ab,1.463,1.02,1.651144,0.02734,0.072,1714.0,Primary Transit,TOI-564 A,0.15,1.1,1.04,5666.0,133405.69531414012,0.1040383432930682,1.3788253527541714e+18,1.0576923076923077,0.6177535090821878,-1.5632014897681965,40.23408924652525,0.6056406951786156,0.9778959945380064,0.9807692307692308,0.0198026272961797,0.16524432612531087,Observed
TOI-5678 b,0.063,0.438,47.73022,0.249,0.14,513.0,Primary Transit,TOI-5678,0.0,0.905,0.938,5485.0,147566.85821354485,0.0327782512104012,1.4598486529259608e+16,0.964818763326226,0.0091765761817146,-0.6038006529042637,3.634538152610442,0.0209510871728644,1.096579351937646,0.466950959488273,-0.8255363686056909,-1.2006594505464183,Observed
TOI-5688 Ab,0.39,0.919,2.94815527,0.03379,0.128,742.0,Primary Transit,TOI-5688 A,0.47,0.6,0.57,3713.0,225286.99908731133,0.0720141281872166,1.6646518331077408e+17,1.0526315789473684,0.3117203525036862,-1.4712118082251038,17.756732761171943,0.3391951605045551,3.239863277769679,1.612280701754386,-0.0844691566264499,-0.4089353929735008,Observed
TOI-5713 b,0.0135,0.1578999999999999,10.441989,0.06,0.24,347.0,Primary Transit,TOI-5713,-0.03,0.2653,0.2985,3225.0,504792.288315375,0.0361033820693332,3.00480556640625e+16,0.8887772194304857,0.0151216401396324,-1.2218487496163564,4.421666666666667,0.0957671953111615,9.97480107887832,0.5289782244556115,-1.8457933577205408,-1.869666231504994,Observed
TOI-5720 b,0.00415,0.0972,1.4344555,0.0183,0.048,708.0,Primary Transit,TOI-5720,0.0,0.38,0.38,3325.0,335753.76458826626,0.0801574472832279,3.649760940626026e+17,1.0,0.0677609030046592,-1.7375489102695705,20.76502732240437,0.6971286317351775,6.925207756232687,0.2557894736842105,-2.330984567515744,-2.381951903287907,Observed
TOI-5734 b,0.0286,0.187,6.1841876,0.05921,0.0107999999999999,688.0,Primary Transit,TOI-5734,-0.13,0.725,0.678,4670.0,184238.38922887263,0.0601578454764379,1.3566799292925165e+17,1.0693215339233038,0.0302384099732032,-1.2276049389179997,12.244553284918087,0.1617027271294292,2.32621003542282,0.275811209439528,-1.6766466621275504,-1.5436339668709569,Observed
TOI-5786 Ab,0.23,0.7708,12.779107,0.114,0.0,1040.0,Primary Transit,TOI-5786 A,0.08,1.23,1.36,6235.0,110226.6120462497,0.0560511094412522,1.1628832862424014e+17,0.9044117647058822,0.0603172036981926,-0.9430951486635274,10.789473684210526,0.0782527292400008,0.4889769489110522,0.566764705882353,-0.2603263424419256,-0.638272163982407,Observed
TOI-5788 b,0.0117,0.1365,6.340804,0.064,0.06,943.2,Primary Transit,TOI-5788,-0.32,0.87,0.87,5615.0,153372.9376465454,0.0634184339493057,2.4268285440689088e+17,1.0,0.0215272385016158,-1.193820026016113,13.59375,0.1577087069715449,1.321178491214163,0.1568965517241379,-1.9914306643571225,-1.9318141382538383,Observed
TOI-5788 c,0.0201,0.2025,16.213358,0.1197,0.046,835.8,Primary Transit,TOI-5788,-0.32,0.87,0.87,5615.0,153272.23607266627,0.0463875084525609,6.937623728289151e+16,1.0,0.0124897013931352,-0.9219058495935892,7.268170426065163,0.0616775377438776,1.321178491214163,0.2327586206896552,-1.5970153924355432,-1.6968039425795112,Observed
TOI-5789 Ac,0.016,0.2552,12.927748,0.1009,0.0,718.0,Primary Transit,TOI-5789 A,-0.12,0.821,0.833,5185.0,162694.2697564075,0.0490397397516118,7.099253928229925e+16,0.985594237695078,0.0197404838027473,-0.9961088337630896,8.136769078295341,0.0773529929574741,1.4203917884489856,0.3063625450180072,-1.3657077275115024,-1.7958800173440752,Observed
TOI-5795 b,0.07444,0.5014,6.1406325,0.064,0.25,1136.78,Primary Transit,TOI-5795,-0.27,0.901,1.082,5715.0,143842.19169638155,0.0654857394021696,2.6043838342300416e+17,0.83271719038817,0.0816528264800083,-1.193820026016113,14.078125,0.1628496738731718,0.7112839494092287,0.4634011090573012,-0.6903510932579441,-1.1281936355412705,Observed
TOI-5799 b,0.0129,0.1543,4.164507,0.0348,0.1128,505.0,Primary Transit,TOI-5799,0.01,0.325,0.321,3452.0,411518.5920054893,0.0525043777546416,1.1725318818570486e+17,1.0124610591900312,0.0370512043802543,-1.458420756053419,9.339080459770116,0.2401244613107865,9.825807777389883,0.4806853582554516,-1.868856519613022,-1.889410289700751,Observed
TOI-5799 c,0.0132,0.1569999999999999,14.010449,0.0782,0.2124,337.0,Primary Transit,TOI-5799,0.01,0.325,0.321,3452.0,410472.2934831686,0.0350699032573077,2.32203970768794e+16,1.0124610591900312,0.0112059220942883,-1.106793246940152,4.156010230179028,0.07137529996362,9.825807777389883,0.4890965732087227,-1.851509473633829,-1.8794260687941502,Observed
TOI-5800 b,0.034,0.2391,2.627882,0.0345,0.39,1119.0,Primary Transit,TOI-5800,0.0199999999999999,0.79,0.8,4830.0,168172.2888791235,0.0824884424406026,4.5724644e+17,0.9875,0.0909858205200994,-1.4621809049267258,22.89855072463768,0.3805345902137158,1.5429687499999998,0.298875,-1.430873404517858,-1.4685210829577449,Observed
TOI-5803 b,0.03392,0.292018,5.38305,0.0583474810133473,0.1964,679.0,Primary Transit,TOI-5803,0.0558,0.87,0.76,5134.0,145878.23275862058,0.0681041482828515,2.0407003296209456e+17,1.144736842105263,0.0542476848626707,-1.2339778886437638,14.910669404922238,0.1857682912103733,1.9818851144481704,0.3842342105263158,-1.230939834778142,-1.4695441564153238,Observed
TOI-5806 Ab,2.27,1.35,3.1856381,0.0484,0.0924,1621.0,Primary Transit,TOI-5806 A,-0.019,1.333,1.387,6730.0,89506.95622543136,0.0954616184642856,8.757286005096988e+17,0.961067051189618,0.4237769506837578,-1.3151546383555874,27.541322314049587,0.3139088523583391,0.4995750795389768,0.973323720259553,0.3001045924503381,0.35602585719312274,Observed
TOI-5811 Bb,0.81,1.96,6.25663,0.0731,0.2508,1530.0,Primary Transit,HD 197518 B,-0.06,1.08,3.73,4840.0,100214.09633001169,0.0734102617471111,1.026943836395246e+17,0.289544235924933,0.313267685639074,-1.1360826230421397,14.774281805745556,0.1598304518566704,0.0208112065726723,0.5254691689008043,0.6729444732424258,-0.09151498112135022,Observed
TOI-5817 b,0.0324,0.2748,15.61031,0.1223,0.2,950.0,Primary Transit,TOI-5817,-0.24,0.97,1.427,5770.0,133212.10291111763,0.049226028379197,7.410548237080379e+16,0.6797477224947441,0.0176037503419214,-0.9125735429637144,7.931316434995911,0.0640602268628874,0.3338103629102881,0.192571829011913,-1.2917117186339429,-1.489454989793388,Observed
TOI-6002 b,0.012,0.1472,10.904821,0.05722,0.15,321.4,Primary Transit,TOI-6002,-0.18,0.24,0.21,3241.0,634736.5717352647,0.0329692585762586,3.369926410172582e+16,1.1428571428571428,0.013498616804439,-1.242452146530756,4.194337644180356,0.0917025598127653,25.91512795594429,0.700952380952381,-1.915963072687361,-1.9208187539523751,Observed
TOI-6008 b,0.0035,0.0918999999999999,0.8574347,0.0108,0.09,707.0,Primary Transit,TOI-6008,0.3,0.2299999999999999,0.24,3075.0,583620.9107828535,0.0791411886147592,7.665367296006944e+17,0.9583333333333334,0.1071801736038907,-1.9665762445130504,21.296296296296298,1.16626957131546,16.637731481481485,0.3829166666666667,-2.387054249620496,-2.4559319556497243,Observed
TOI-6016 b,1.17,1.22,4.023687,0.055,0.0,1890.0,Primary Transit,TOI-6016,0.21,1.04,1.7,6004.0,97310.6360569136,0.0858852072477002,4.295733743921508e+17,0.611764705882353,0.3032044987594711,-1.259637310505756,18.90909090909091,0.2485282776716976,0.2116832892326481,0.7176470588235294,0.1988508587451651,0.06818586174616162,Observed
TOI-6019 b,0.469,1.097,14.547952,0.1212,0.48,1095.0,Primary Transit,TOI-6019,0.04,1.13,2.02,5561.0,118876.458793793,0.0523456538233124,6.510380034418201e+16,0.5594059405940593,0.0754058028236551,-0.9164973801697326,9.323432343234323,0.0687381976514632,0.1370958583947797,0.5430693069306931,0.0925791812930931,-0.32882715728491674,Observed
TOI-6029 b,1.635,1.284,5.7987,0.0731,0.091,1343.8,Primary Transit,TOI-6029,0.37,1.548,2.338,6223.0,86081.36612462536,0.0792075544440698,2.80649614508065e+17,0.6621043627031651,0.2214289409695276,-1.1360826230421397,21.176470588235293,0.1724524462379499,0.1211260168230992,0.5491873396065012,0.2499802052677694,0.21351775699630487,Observed
TOI-6034 Bb,0.798,1.063,2.576184,0.02949,0.04,714.0,Primary Transit,TOI-6034 B,-0.09,0.514,0.489,3635.0,258779.2438770465,0.0719246508435445,2.0075580666587443e+17,1.051124744376278,0.4126258062312319,-1.530325227448202,17.429637165140726,0.3881710312617422,4.395786001130299,2.1738241308793453,0.0610950993598108,-0.09799710864927055,Observed
TOI-6038 Ab,0.247,0.5719,5.8267311,0.069,0.2239999999999999,1439.0,Primary Transit,TOI-6038 A,0.124,1.29,1.65,6110.0,103348.14361770058,0.0744053189953096,2.927296136126864e+17,0.7818181818181819,0.0981510885237178,-1.1611509092627446,18.695652173913043,0.1716228160932293,0.2871692127890475,0.3466060606060606,-0.5587911280608666,-0.6073030467403343,Observed
TOI-603 b,0.104,0.6575,16.179846,0.1282,0.22,899.0,Primary Transit,TOI-603,0.183,1.34,1.477,6027.0,124246.65111639356,0.0497844266490807,8.028394698972699e+16,0.9072444143534192,0.0406369751603321,-0.8921119748172014,10.45241809672387,0.0618052854149538,0.4158754774075517,0.445159106296547,-0.4193105149302175,-0.9829666607012196,Observed
TOI-6041 b,0.03401,0.4059,26.04945,0.1651,0.383,605.0,Primary Transit,TOI-6041,0.05,0.89,0.88,5417.0,150784.22097448597,0.0398224873928374,3.158938681306233e+16,1.0113636363636365,0.0155819028808669,-0.7822529267372064,5.390672319806178,0.0383885264372184,1.305996431254696,0.46125,-0.9016484551372852,-1.4683933680672778,Observed
TOI-6054 b,0.039,0.2364,7.501437,0.0763,0.16,1360.0,Primary Transit,TOI-6054,0.07,1.107,1.662,6047.0,126682.11884222308,0.0639086936193428,2.296734523191171e+17,0.6660649819494585,0.0315139619248951,-1.1174754620451195,14.508519003931848,0.1333077915604703,0.2411318413396711,0.1422382671480144,-1.442229993450194,-1.408935392973501,Observed
TOI-6054 c,0.0289,0.25,12.56364,0.1,0.33,1144.0,Primary Transit,TOI-6054,0.07,1.107,1.662,6047.0,157845.05004959996,0.0500108671307008,1.3370876406316808e+17,0.6660649819494585,0.0198986917804075,-1.0,11.07,0.0795947671216303,0.2411318413396711,0.1504211793020457,-1.3862943611198906,-1.5391021572434522,Observed
TOI-6086 b,0.00529,0.1053,1.3888725,0.01541,0.108,634.0,Primary Transit,TOI-6086,-0.2,0.25,0.26,3200.0,527128.9174527442,0.0697140202456578,4.415649933612136e+17,0.9615384615384616,0.0758168946393567,-1.8121973612815807,16.223231667748216,0.720008496100254,14.223941738734638,0.405,-2.2509418598422077,-2.2765443279648143,Observed
TOI-6130 b,1.05,1.28,2.392679,0.036,0.036,1750.0,Primary Transit,TOI-6130,0.17,1.09,1.27,5816.0,122704.74959364285,0.0945361542682763,8.828615232505681e+17,0.8582677165354331,0.5349652000957923,-1.4436974992327127,30.277777777777786,0.4179415625748377,0.5321270485060655,1.0078740157480317,0.2468600779315258,0.021189299069938092,Observed
TOI-6158 b,0.425,0.93,3.0446899,0.03275,0.059,636.0,Primary Transit,TOI-6158,0.11,0.503,0.476,3467.0,263907.796249515,0.0675846557674499,1.3470780450362658e+17,1.0567226890756305,0.3054498259412231,-1.484788695672198,15.358778625954198,0.3284406730550786,4.663877414534771,1.9537815126050424,-0.0725706928348355,-0.37161106994968846,Observed
TOI-615 b,0.435,1.693,4.66155983,0.0678,0.0,1666.0,Primary Transit,TOI-615,-0.058,0.866,0.96,5533.0,69722.57910670155,0.0913857119424285,9.032184334005978e+16,0.9865269461077844,0.3631831536526691,-1.1687703061329366,8.830474890037763,0.2145204687848016,1.0963722511574077,0.2542857142857143,0.5265021031509983,-0.3615107430453627,Observed
TOI-620 b,0.0485,0.3354,5.0988179,0.04825,0.19,604.0,Primary Transit,TOI-620,0.35,0.577,0.55,3708.0,231444.59899971116,0.0594576423432213,8.120154013979262e+16,1.0490909090909089,0.0657799526435333,-1.3165026823201886,11.958549222797926,0.1961238898137546,3.468069120961682,0.6098181818181817,-1.0924314295930286,-1.3142582613977363,Observed
TOI-6223 b,0.0805,0.4523,3.855219,0.04018,0.3358,714.0,Primary Transit,TOI-6223,-0.12,0.582,0.576,3895.0,229122.80112644983,0.0654848364366527,1.425640364691795e+17,1.0104166666666667,0.1173214803101976,-1.3959900675877697,14.48481831757093,0.2593886365469769,3.0454784754372435,0.7852430555555556,-0.7934096024983396,-1.0942041196321315,Observed
TOI-622 b,0.303,0.824,6.402513,0.0708,0.0,1388.0,Primary Transit,TOI-622,-0.033,0.6600000000000001,0.96,5533.0,115505.10116969216,0.0694804555255592,9.032184334005978e+16,0.9865269461077844,0.1286994653505584,-1.1499667423102309,8.830474890037763,0.1561886715419398,1.0963722511574077,0.2542857142857143,-0.1935847490726654,-0.518557371497695,Observed
TOI-6255 b,0.00453,0.09626,0.23818244,0.0054,0.0,1300.0,Primary Transit,TOI-6255,-0.14,0.353,0.37,3421.0,360278.3793397449,0.1424504705668888,4.697045607135836e+18,0.954054054054054,0.4041439830744869,-2.2676062401770314,65.37037037037037,4.1984623215716494,6.968985055179358,0.2601621621621621,-2.340702415107174,-2.343901797987168,Observed
TOI-628 b,6.33,1.06,3.4095675,0.0486,0.07,1586.0,Primary Transit,TOI-628,0.26,1.311,1.345,6250.0,101272.09111690748,0.0895605691715819,6.460223315593829e+17,0.974721189591078,0.3108898709293774,-1.3133637307377066,26.97530864197531,0.2932923310654504,0.5388102373328606,0.788104089219331,0.0582689081239758,0.8014037100173551,Observed
TOI-6303 b,7.84,1.03,9.485236,0.076,0.02,455.0,Primary Transit,TOI-6303,0.44,0.64,0.61,3977.0,204953.57827237935,0.0503437219006093,4.331069764678688e+16,1.0491803278688523,0.1085898126309139,-1.1191864077192086,8.421052631578947,0.1054270025542854,2.8196192632863544,1.6885245901639343,0.0295588022415444,0.8943160626844384,Observed
TOI-6324 b,0.00368,0.09448,0.279221,0.00432,0.0,1149.2,Primary Transit,TOI-6324,-0.32,0.269,0.293,3327.0,967041.063267338,0.0972110282787319,6.565135738546007e+18,0.9180887372013652,0.3383699650097951,-2.364516253185088,62.26851851851852,3.581392517038475,10.694227506451623,0.322457337883959,-2.35936710709303,-2.4341521813264824,Observed
TOI-6330 b,10.0,0.97,6.8500246,0.0576,0.34,416.0,Primary Transit,TOI-6330,0.08,0.53,0.49,3539.0,245536.92466100145,0.0528336020418881,4.727997995015945e+16,1.0816326530612246,0.1416053308772059,-1.239577516576788,9.20138888888889,0.1459848771929957,4.504925668726466,1.9795918367346936,-0.0304592074847085,1.0,Observed
TOI-6383 Ab,1.04,1.0072,1.79058695,0.02292,0.05,745.0,Primary Transit,TOI-6383 A,0.2,0.458,0.457,3444.0,266285.1759889997,0.080426480959529,2.678078756569173e+17,1.0021881838074398,0.5624971186124192,-1.6397853867046477,19.9825479930192,0.5584760907589548,4.798625723883953,2.203938730853392,0.0071742037480004,0.01703333929878037,Observed
TOI-640 Ab,0.88,1.771,5.0037775,0.06608,0.05,1749.0,Primary Transit,TOI-640 A,0.174,1.536,2.082,6460.0,86773.25262538587,0.0829758887357455,3.988320064387433e+17,0.7377521613832854,0.3539326039177401,-1.1799299656876745,23.24455205811138,0.1998490140698702,0.1701958789955913,0.8506243996157541,0.5715443588006964,-0.05551732784983137,Observed
TOI-6420 b,8.2,1.0,6.961508,0.075,0.08,1213.0,Primary Transit,TOI-6420,0.24,1.165,1.312,6020.0,114874.29602148508,0.0676920716084027,2.334873941617778e+17,0.8879573170731707,0.1436470373947713,-1.1249387366083,15.533333333333337,0.1436470373947713,0.5158511704070602,0.7621951219512195,0.0,0.9138138523837167,Observed
TOI-654 b,0.02791,0.21492,1.527561,0.01942,0.1,727.0,Primary Transit,TOI-654,-0.2262,0.42,0.43,3424.0,318602.6964819993,0.0798786160850058,3.6444884052076646e+17,0.9767441860465116,0.1406948724142603,-1.711750774428014,21.627188465499483,0.6546383417748948,5.2825537374067695,0.4998139534883721,-1.5374894131215164,-1.554240163511369,Observed
TOI-6564 b,0.7,1.46,3.985413,0.0542,0.0,1445.0,Primary Transit,TOI-6564,0.19,1.18,1.7,5943.0,99758.24646302796,0.0854487712187252,4.246433701624437e+17,0.6941176470588235,0.366335935573051,-1.2660007134616131,21.771217712177123,0.2509150243651034,0.2401791166293507,0.8588235294117647,0.378436435720245,-0.1549019599857432,Observed
TOI-6628 b,0.75,0.98,18.18424,0.133,0.667,836.0,Primary Transit,TOI-6628,0.194,1.1948,0.96,5533.0,140551.46815152525,0.0459553792655005,9.032184334005978e+16,0.9865269461077844,0.0538928214761793,-0.8761483590329142,8.830474890037763,0.0549926749756932,1.0963722511574077,0.2542857142857143,-0.0202027073175194,-0.12493873660829995,Observed
TOI-663 b,0.014,0.2025,2.598902,0.0295,0.110194,674.0,Primary Transit,TOI-663,0.07,0.514,0.512,3681.0,263095.7052319468,0.0713201061686042,2.109692883161402e+17,1.00390625,0.0779175205529104,-1.530177984021837,17.423728813559322,0.3847778792736317,3.829598426818848,0.3955078125,-1.5970153924355432,-1.853871964321762,Observed
TOI-663 c,0.01148,0.2016,4.6955507,0.0437,0.22,553.0,Primary Transit,TOI-663,0.07,0.514,0.512,3681.0,264197.53268052894,0.0584756113747739,9.613917607419056e+16,1.00390625,0.0429342611506675,-1.359518563029578,11.762013729977117,0.212967565231486,3.829598426818848,0.39375,-1.6014697427849236,-1.9400581119380453,Observed
TOI-663 d,0.0164,0.1712999999999999,7.1027268,0.0576,0.316194,482.0,Primary Transit,TOI-663,0.07,0.514,0.512,3681.0,263987.1395589268,0.0509538778393594,5.533734301369629e+16,1.00390625,0.0241174980853832,-1.239577516576788,8.92361111111111,0.140790998747129,3.829598426818848,0.3345703125,-1.7643388736520629,-1.785156151952302,Observed
TOI-6651 b,0.192,0.4541,5.056973,0.0633,0.09,981.8,Primary Transit,TOI-6651,0.2037,1.047,1.802,5818.93,100825.4431927774,0.078648952633219,2.8613113074716483e+17,0.5810210876803551,0.0897968013671419,-1.198596289982645,16.540284360189574,0.1977467548274432,0.1789296538438469,0.2519977802441731,-0.7894378408782317,-0.7166987712964504,Observed
TOI-6692 b,0.62,1.04,131.125,0.512,0.54,467.0,Primary Transit,TOI-6692,-0.008,1.047,1.385,5890.0,128103.53655368088,0.0245337721813227,4591147622718811.0,0.755956678700361,0.0079313632030505,-0.2907300390241692,2.044921875,0.0076263107721639,0.3940917664509434,0.7509025270758123,0.0392207131532813,-0.20760831050174613,Observed
TOI-6695 b,0.21,0.85,80.389,0.402,0.04,599.0,Primary Transit,TOI-6695,0.2,1.338,1.517,6400.0,99475.26237590046,0.0314202253229446,1.038168362169253e+16,0.882003955174687,0.0105735859383746,-0.3957739469155299,3.328358208955224,0.012439512868676,0.3832651853698893,0.5603164139749506,-0.1625189294977749,-0.6777807052660807,Observed
