name,mass,radius,orbital_period,semi_major_axis,eccentricity,temp_calculated,detection_type,star_name,star_metallicity,star_mass,star_radius,star_teff
Kepler-1117 Ab,,0.099,4.79028459,0.05558771601197857,0.05514,813.4,Primary Transit,Kepler-1117 A,0.029999999999999995,0.95,0.93,5612.0
Kepler-1118 b,,0.244,38.6715075,0.2244818487750066,0.04019999999999999,1170.0,Primary Transit,Kepler-1118,0.0,0.96,0.97,5688.0
Kepler-1119 b,,0.171,8.3265153,0.08464083397380708,0.08600000000000001,1072.0,Primary Transit,Kepler-1119,0.029999999999999995,1.11,1.17,6083.0
Kepler-111 b,,0.141,3.341815,0.046,0.21799999999999997,950.4,Primary Transit,Kepler-111,0.005,0.7724,1.16,5952.0
Kepler-111 c,,0.651,224.784608,0.761,0.21799999999999997,950.4,Primary Transit,Kepler-111,0.005,0.7724,1.16,5952.0
Kepler-1120 b,,0.123,2.94902905,0.037668730674649716,0.08439999999999999,889.2,Primary Transit,Kepler-1120,-0.039999999999999994,0.78,0.74,4904.0
Kepler-1121 b,,0.17,13.15141081,0.12069099955333108,0.22199999999999998,1700.6,Primary Transit,Kepler-1121,0.12,1.29,1.59,6231.0
Kepler-1122 b,,0.182,42.1917357,0.2345547802761798,0.0010599999999999915,841.0,Primary Transit,Kepler-1122,-0.03,0.92,0.89,5544.0
Kepler-1123 b,,0.149,4.33946454,0.05167516001159697,0.20800000000000002,1024.6,Primary Transit,Kepler-1123,0.05,0.93,0.9,5500.0
Kepler-1124 b,,0.114,2.85234897,0.028204681824336383,0.060399999999999995,1157.4,Primary Transit,Kepler-1124,-0.5899999999999999,0.35,0.34,3658.0
Kepler-1125 b,,0.164,17.6700642,0.13270787795085126,0.10139999999999999,923.6,Primary Transit,Kepler-1125,-0.09,0.95,0.94,5683.0
Kepler-1126 b,,0.154,108.593329,0.4405157680424314,0.1042,791.5559999999999,Primary Transit,Kepler-1126,-0.26,0.92,0.93,5798.0
Kepler-1126 c,,0.15006,199.6679993,0.6193,0.0,305.0,Primary Transit,Kepler-1126,-0.26,0.92,0.93,5798.0
Kepler-1127 b,,0.175,5.12330347,0.058540179570958355,0.23399999999999999,1045.6,Primary Transit,Kepler-1127,0.04000000000000001,0.97,0.95,5664.0
Kepler-1128 b,,0.326,61.6178167,0.30409567245852137,0.1714,782.0,Primary Transit,Kepler-1128,0.04000000000000001,0.94,0.91,5543.0
Kepler-1129 b,,0.264,24.3397804,0.16712491076531946,0.9021999999999999,1060.2,Primary Transit,Kepler-1129,-0.039999999999999994,1.0,1.0,5831.0
Kepler-1129 c,,0.244,76.5369586,0.3587106064866468,0.9021999999999999,1060.2,Primary Transit,Kepler-1129,-0.039999999999999994,1.0,1.0,5831.0
Kepler-112 b,,0.211,8.408878,0.076,0.08199999999999999,792.0,Primary Transit,Kepler-112,-0.588,0.5778,0.84,5544.0
Kepler-112 c,,0.214,28.574263,0.172,0.08199999999999999,792.0,Primary Transit,Kepler-112,-0.588,0.5778,0.84,5544.0
Kepler-1130 Ab,,0.07565,5.45298175,0.0596,0.0,904.0,Primary Transit,Kepler-1130 A,0.08,0.919,0.8707,5327.0
Kepler-1130 Ac,,0.05745,3.266612036,0.04235,0.0,1072.0,Primary Transit,Kepler-1130 A,0.08,0.919,0.8707,5327.0
Kepler-1130 Ad,,0.05701,4.27225316,0.05065,0.0,981.0,Primary Transit,Kepler-1130 A,0.08,0.919,0.8707,5327.0
Kepler-1131 b,,0.142,3.53232449,0.04661040620533664,0.04,974.4,Primary Transit,Kepler-1131,0.05,1.03,1.04,5851.0
Kepler-1132 b,,0.21,62.8916228,0.3004219791485673,0.0,877.6,Primary Transit,Kepler-1132,-0.01,0.87,0.83,5298.0
Kepler-1133 b,,0.176,11.55562343,0.09927806900069296,0.11246,779.4,Primary Transit,Kepler-1133,-0.02,0.93,0.9,5569.0
Kepler-1134 b,,0.236,17.13263989,0.12477838809585237,0.003799999999999998,1180.2,Primary Transit,Kepler-1134,-0.1,0.84,0.81,5281.0
Kepler-1135 b,,0.165,76.957857,0.35515871236257696,0.12140000000000001,969.6,Primary Transit,Kepler-1135,0.019999999999999997,0.96,0.94,5656.0
Kepler-1136 b,,0.146,2.36172433,0.03162960142185444,0.1074,897.14,Primary Transit,Kepler-1136,0.029999999999999995,0.72,0.68,4512.0
Kepler-1137 b,,0.196,23.9210791,0.18910993663262654,0.2516,1209.0,Primary Transit,Kepler-1137,0.05,1.5,1.84,6807.0
Kepler-1138 b,,0.152,3.17060005,0.042218123679715586,0.1714,923.6,Primary Transit,Kepler-1138,0.04000000000000001,0.95,0.92,5582.0
Kepler-1139 b,,0.106,0.81316672,0.016982140643903274,0.19,1041.8,Primary Transit,Kepler-1139,0.05,0.94,0.91,5550.0
Kepler-113 b,0.037,0.162,4.754,0.05111597205600722,0.14100000000000001,766.6,Primary Transit,Kepler-113,0.05,0.75,0.69,4725.0
Kepler-113 c,0.02737,0.194,8.92507,0.0777902068754487,0.14100000000000001,766.6,Primary Transit,Kepler-113,0.05,0.75,0.69,4725.0
Kepler-1140 b,,0.247,24.0862707,0.151454084711934,0.081,740.6,Primary Transit,Kepler-1140,-0.08,0.76,0.73,4850.0
Kepler-1141 b,,0.073,2.34451194,0.03523482956762022,0.124,1099.6,Primary Transit,Kepler-1141,0.04000000000000001,1.01,1.07,5791.0
Kepler-1142 b,,0.131,18.3027248,0.13680369550160415,0.0674,1034.0,Primary Transit,Kepler-1142,0.019999999999999997,0.97,0.96,5685.0
Kepler-1143 Ab,,0.1499,2.888904439,0.0371,0.0,976.0,Primary Transit,Kepler-1143 A,-0.06,0.78,0.696,4832.0
Kepler-1143 Ac,,0.2882,210.631486,0.6477,0.0,234.0,Primary Transit,Kepler-1143 A,-0.06,0.78,0.696,4832.0
Kepler-1144 b,,0.178,17.14647302,0.13142822528135176,0.006599999999999981,897.0,Primary Transit,Kepler-1144,-0.03,0.98,0.96,5753.0
Kepler-1145 b,,0.125,3.97076766,0.046127023635301495,0.04584,805.6,Primary Transit,Kepler-1145,-0.13,0.79,0.75,5064.0
Kepler-1146 b,,0.11,2.3522658,0.03183451619975713,0.0766,695.976,Primary Transit,Kepler-1146,-0.06,0.74,0.7,4692.0
Kepler-1147 b,,0.233,10.62784997,0.09899255357412323,0.21400000000000002,771.4,Primary Transit,Kepler-1147,0.11,1.09,1.14,5941.0
Kepler-1148 b,,0.151,1.10446351,0.019819499004808394,0.036,941.0,Primary Transit,Kepler-1148,-0.02,0.81,0.77,5054.0
Kepler-1149 Ab,,0.128,3.73089898,0.04770722360347729,0.0838,1612.6,Primary Transit,Kepler-1149 A,0.0789,0.99,1.283,5604.94
Kepler-114 b,0.022,0.112,5.188549,0.053,0.08470000000000001,722.0,Primary Transit,Kepler-114,-0.003,0.71,0.67,4605.0
Kepler-114 c,0.009,0.143,8.041,0.07,0.054700000000000006,623.0,Primary Transit,Kepler-114,-0.003,0.71,0.67,4605.0
Kepler-114 d,0.012,0.226,11.776,0.09,0.08470000000000001,549.0,Primary Transit,Kepler-114,-0.003,0.71,0.67,4605.0
Kepler-1150 Bb,,0.2079,2.787874175,0.0382,0.0,1432.0,Primary Transit,Kepler-1150 B,0.01,0.729,0.73,4604.0
Kepler-1151 b,,0.198,65.6478424,0.31031631785830915,0.02439999999999999,1118.0,Primary Transit,Kepler-1151,-0.11,0.88,0.85,5470.0
Kepler-1152 b,,0.078,1.64680191,0.022735886323595658,0.026799999999999997,722.8,Primary Transit,Kepler-1152,-0.25,0.55,0.53,3964.0
Kepler-1153 b,,0.154,1.75583533,0.028065087745411554,0.09999999999999998,1193.6,Primary Transit,Kepler-1153,0.029999999999999995,0.91,0.88,5470.0
Kepler-1154 b,,0.209,5.1856142,0.06439029305246309,0.10799999999999998,1061.3999999999999,Primary Transit,Kepler-1154,0.04000000000000001,1.26,1.43,6327.0
Kepler-1154 c,,0.211,8.45808312,0.08922123536093897,0.10799999999999998,1061.3999999999999,Primary Transit,Kepler-1154,0.04000000000000001,1.26,1.43,6327.0
Kepler-1155 b,,0.181,33.469743,0.20871039401442307,0.178,741.8,Primary Transit,Kepler-1155,0.04000000000000001,1.03,1.03,5842.0
Kepler-1156 b,,0.118,11.89520511,0.1036918703094052,0.9713999999999999,1110.4,Primary Transit,Kepler-1156,0.019999999999999997,1.0,1.0,5778.0
Kepler-1157 Ab,,0.0705,4.45743267,0.0448,0.0,732.0,Primary Transit,Kepler-1157 A,0.05,0.714,0.745,4533.0
Kepler-1158 b,,0.209,13.5396293,0.12675768672055543,0.2294,1711.0,Primary Transit,Kepler-1158,0.18,1.41,1.95,6203.0
Kepler-1159 b,,0.211,22.70816791,0.1690961824625486,0.288,1278.2,Primary Transit,Kepler-1159,0.04000000000000001,1.19,1.28,6217.0
Kepler-115 b,,0.097,2.403679,0.036,0.3404,1218.4,Primary Transit,Kepler-115,-0.081,1.0,1.21,5979.0
Kepler-115 c,,0.232,8.990889,0.087,0.3404,1218.4,Primary Transit,Kepler-115,-0.081,1.0,1.21,5979.0
Kepler-1160 b,,0.191,7.97034958,0.07722257404235136,0.0362,938.2,Primary Transit,Kepler-1160,0.01,0.92,0.89,5519.0
Kepler-1161 b,,0.19,10.71252541,0.08110394858930381,0.031959999999999995,1046.2,Primary Transit,Kepler-1161,-0.35,0.59,0.57,4253.0
Kepler-1162 b,,0.183,32.5635249,0.19,0.0,490.0,Primary Transit,Kepler-1162,-0.03,0.9,0.826,5276.0
Kepler-1162 c,,0.16755,59.284064,0.2832,0.0,401.0,Primary Transit,Kepler-1162,-0.03,0.9,0.826,5276.0
Kepler-1163 b,,0.092,6.11786898,0.07112410419088104,0.23859999999999998,806.0,Primary Transit,Kepler-1163,0.019999999999999997,1.22,1.35,6302.0
Kepler-1164 b,,0.1,3.97599768,0.047307915030218625,0.022,889.6,Primary Transit,Kepler-1164,-0.03,0.85,0.79,5183.0
Kepler-1165 b,,0.138,9.478522,0.09227799702486573,0.06,955.0,Primary Transit,Kepler-1165,0.05,1.11,1.735,6019.0
Kepler-1165 c,,0.2998,29.96870041,0.1969,0.0,644.0,Primary Transit,Kepler-1165,0.05,1.11,1.735,6019.0
Kepler-1166 b,,0.151,33.2406882,0.19862058600834,0.022,821.4,Primary Transit,Kepler-1166,-0.02,0.9,0.86,5446.0
Kepler-1167 b,,0.153,1.00393374,0.018443463554088043,0.0844,973.2,Primary Transit,Kepler-1167,-0.05,0.79,0.75,4971.0
Kepler-1168 b,,0.223,55.8226539,0.2774662440511484,0.0,1255.0,Primary Transit,Kepler-1168,0.13,0.87,0.82,5157.0
Kepler-1169 b,,0.084,6.11009134,0.07145003536634266,0.17,1555.0,Primary Transit,Kepler-1169,0.26,1.24,1.23,6191.0
Kepler-116 b,,0.305,5.968734,0.069,0.016399999999999998,834.4,Primary Transit,Kepler-116,-0.064,1.16,1.45,6142.0
Kepler-116 c,,0.205,13.07163,0.116,0.016399999999999998,834.4,Primary Transit,Kepler-116,-0.064,1.16,1.45,6142.0
Kepler-1170 b,,0.215,9.98969327,0.08568303658210484,0.0484,808.6,Primary Transit,Kepler-1170,-0.09,0.8,0.76,5069.0
Kepler-1171 b,,0.228,1.44259224,0.029589991570561518,0.18239999999999998,1846.2,Primary Transit,Kepler-1171,-0.01,1.58,1.95,7044.0
Kepler-1172 b,,0.285,26.0204423,0.1699426854652511,0.11286000000000002,901.6,Primary Transit,Kepler-1172,-0.039999999999999994,0.92,0.89,5558.0
Kepler-1173 b,,0.079,0.7698536,0.01589528545978097,0.0584,945.8,Primary Transit,Kepler-1173,0.0,0.86,0.82,5252.0
Kepler-1174 b,,0.142,6.89225223,0.07301554078656323,0.14079999999999998,894.2,Primary Transit,Kepler-1174,-0.039999999999999994,1.04,1.04,5936.0
Kepler-1175 b,,0.267,37.94563,0.21694622602716793,0.022,838.6,Primary Transit,Kepler-1175,-0.039999999999999994,0.9,0.86,5453.0
Kepler-1176 b,,0.219,24.1738579,0.1669172364881928,0.8804999999999998,1098.2,Primary Transit,Kepler-1176,-0.01,1.01,1.02,5844.0
Kepler-1177 b,,0.17,106.247547,0.4433887992477874,0.06999999999999999,917.2,Primary Transit,Kepler-1177,0.019999999999999997,0.98,0.97,5712.0
Kepler-1178 Ab,,0.0562,31.8055128,0.1596,0.0,378.0,Primary Transit,Kepler-1178 A,-0.192,0.85,0.936,5084.79
Kepler-1179 b,,0.118,2.68505749,0.03627094793253587,0.0,851.2,Primary Transit,Kepler-1179,-0.03,0.84,0.81,5212.0
Kepler-117 b,0.094,0.719,18.7959228,0.1445,0.0493,984.0,Primary Transit,Kepler-117,-0.039999999999999994,1.13,1.61,6150.0
Kepler-117 c,1.84,1.101,50.790391,0.2804,0.0323,704.0,Primary Transit,Kepler-117,-0.039999999999999994,1.13,1.61,6150.0
Kepler-1180 b,,0.1526,16.8600805,0.1246,0.0,765.0,Primary Transit,Kepler-1180,0.0,1.17,1.418,6163.0
Kepler-1181 b,,0.143,4.89336495,0.0621,0.0,1374.0,Primary Transit,Kepler-1181,-0.21900000000000003,1.33,1.36,6495.28
Kepler-1181 c,,0.15559,8.93484887,0.0928,0.0,1124.0,Primary Transit,Kepler-1181,-0.21900000000000003,1.33,1.36,6495.28
Kepler-1182 b,,0.215,11.17394617,0.10076558896507383,0.04079999999999999,1082.2,Primary Transit,Kepler-1182,0.01,1.04,1.05,5924.0
Kepler-1183 b,,0.252,28.5057189,0.1856883897372127,0.3404,1222.8,Primary Transit,Kepler-1183,0.04000000000000001,1.0,0.99,5765.0
Kepler-1184 b,,0.239,53.5991044,0.2875178902634429,0.1334,1096.2,Primary Transit,Kepler-1184,-0.039999999999999994,1.05,1.07,5983.0
Kepler-1185 b,,0.119,104.3518976,0.4350983098870968,0.0326,812.96,Primary Transit,Kepler-1185,-0.039999999999999994,0.96,0.87,5622.0
Kepler-1186 b,,0.199,16.07677615,0.1246055145552627,0.0634,924.8,Primary Transit,Kepler-1186,0.0,0.95,0.93,5635.0
Kepler-1187 b,,0.233,18.87064068,0.1438102374031092,0.3316,1122.6,Primary Transit,Kepler-1187,-0.01,1.06,1.09,5975.0
Kepler-1188 b,,0.186,17.1369543,0.1340078656262785,0.036,1201.6,Primary Transit,Kepler-1188,0.0,1.04,1.06,5913.0
Kepler-1189 b,,0.158,3.78858982,0.0500713694579196,0.08600000000000001,1029.6,Primary Transit,Kepler-1189,0.08,1.11,1.16,6012.0
Kepler-118 b,,0.175,7.518496,0.073,0.034,932.2,Primary Transit,Kepler-118,0.18,0.86,1.09,5274.0
Kepler-118 c,,0.685,20.17202,0.141,0.034,932.2,Primary Transit,Kepler-118,0.18,0.86,1.09,5274.0
Kepler-1190 Ab,,0.119,10.45843441,0.08493716013019241,0.08,1000.74,Primary Transit,Kepler-1190 A,-0.264,0.711,0.7205,4521.62
Kepler-1191 b,,0.135,5.60014851,0.059443278743744075,0.03400000000000001,938.8,Primary Transit,Kepler-1191,-0.08,0.85,0.81,5308.0
Kepler-1192 b,,0.211,25.2034787,0.16266841207705784,0.104,748.4,Primary Transit,Kepler-1192,-0.16,0.86,0.83,5438.0
Kepler-1193 b,,0.118,2.83265213,0.04087271610091457,0.0,799.2,Primary Transit,Kepler-1193,0.12,1.08,1.21,5908.0
Kepler-1194 Ab,,0.135,16.22371307,0.12492217596993027,0.0456,1184.2,Primary Transit,Kepler-1194 A,0.0,0.94,0.92,5590.0
Kepler-1195 b,,0.186,8.49642241,0.07494305423718457,0.05500000000000001,631.176,Primary Transit,Kepler-1195,-0.25,0.74,0.71,4965.0
Kepler-1196 b,,0.199,66.1849031,0.3234035142136673,0.0626,1046.6,Primary Transit,Kepler-1196,0.0,0.98,0.97,5756.0
Kepler-1197 Ab,,0.0999,2.032318856,0.0283,0.0,1011.0,Primary Transit,Kepler-1197 A,0.06,0.718,0.746,4552.0
Kepler-1198 b,,0.131,7.6847716,0.07563887201945875,0.1436,956.1999999999999,Primary Transit,Kepler-1198,0.029999999999999995,0.93,0.9,5517.0
Kepler-1199 Ab,,0.103,15.0447198,0.11879425500413435,0.1014,873.6,Primary Transit,Kepler-1199 A,-0.27,0.94,1.17,5889.0
Kepler-119 b,,0.321,2.422082,0.035,0.074,1080.6,Primary Transit,Kepler-119,-0.083,1.0784,0.84,5595.0
Kepler-119 c,,0.082,4.125103,0.049,0.074,1080.6,Primary Transit,Kepler-119,-0.083,1.0784,0.84,5595.0
Kepler-11 b,0.006,0.161,10.3039,0.091,0.045,1414.8,Primary Transit,Kepler-11,0.0,0.96,1.06,5663.0
Kepler-11 c,0.009,0.256,13.0241,0.107,0.025999999999999995,1183.6,Primary Transit,Kepler-11,0.0,0.96,1.06,5663.0
Kepler-11 d,0.023,0.278,22.6845,0.155,0.0040000000000000036,1436.8,Primary Transit,Kepler-11,0.0,0.96,1.06,5663.0
Kepler-11 e,0.025,0.374,31.9996,0.195,0.011999999999999997,1081.8,Primary Transit,Kepler-11,0.0,0.96,1.06,5663.0
Kepler-11 f,0.006,0.222,46.6888,0.25,0.012999999999999998,1007.6,Primary Transit,Kepler-11,0.0,0.96,1.06,5663.0
Kepler-11 g,0.079,0.297,118.3807,0.466,0.15,1155.2,Primary Transit,Kepler-11,0.0,0.96,1.06,5663.0
Kepler-1200 b,,0.095,1.11854972,0.019394452325414892,0.1634,573.376,Primary Transit,Kepler-1200,0.04000000000000001,0.74,0.7,4612.0
Kepler-1201 b,,0.204,15.18725932,0.12785438781949296,0.10964,1244.0,Primary Transit,Kepler-1201,0.029999999999999995,1.15,1.24,6177.0
Kepler-1202 Ab,,0.262,28.6851324,0.18831304188522663,0.07,971.0,Primary Transit,Kepler-1202 A,0.06,1.03,1.04,5834.0
Kepler-1203 b,,0.095,0.58800076,0.012035810304964237,0.2324,698.4,Primary Transit,Kepler-1203,0.01,0.64,0.61,4105.0
Kepler-1204 b,,0.272,85.7350285,0.3907341385053741,0.07,971.0,Primary Transit,Kepler-1204,0.06,1.03,1.03,5825.0
Kepler-1205 b,,0.126,1.07839035,0.019744243963994625,0.0,788.6,Primary Transit,Kepler-1205,-0.039999999999999994,0.84,0.81,5226.0
Kepler-1206 b,,0.146,1.21699766,0.02105651896326121,0.0,732.8,Primary Transit,Kepler-1206,0.07,0.8,0.75,4877.0
Kepler-1207 b,,0.145,13.68237119,0.11606633879657387,0.21559999999999996,968.6,Primary Transit,Kepler-1207,0.05,1.06,1.06,5909.0
Kepler-1208 b,,0.207,11.08507637,0.09183732106083571,0.009399999999999992,805.6,Primary Transit,Kepler-1208,-0.03,0.8,0.76,5001.0
Kepler-1209 b,,0.135,25.369116,0.18407805265150093,0.08900000000000001,1292.2,Primary Transit,Kepler-1209,0.12,1.23,1.38,6210.0
Kepler-120 b,,0.192,6.312501,0.055,0.026000000000000002,862.8,Primary Transit,Kepler-120,-0.449,0.716,0.53,4096.0
Kepler-120 c,,0.136,12.794585,0.088,0.026000000000000002,862.8,Primary Transit,Kepler-120,-0.449,0.716,0.53,4096.0
Kepler-1210 b,,0.152,8.07124073,0.07843313415843109,0.1714,782.0,Primary Transit,Kepler-1210,0.04000000000000001,0.94,0.92,5568.0
Kepler-1211 b,,0.227,11.01816836,0.09719861988738279,0.05659999999999999,837.0,Primary Transit,Kepler-1211,-0.08,0.96,0.94,5705.0
Kepler-1212 b,,0.191,12.94130146,0.11322603059006267,0.3,818.8,Primary Transit,Kepler-1212,0.029999999999999995,1.1,1.15,6051.0
Kepler-1213 b,,0.106,5.34982412,0.06358549229756269,0.1258,1094.2,Primary Transit,Kepler-1213,0.13,1.14,1.21,6050.0
Kepler-1214 Ab,,0.211,18.82634264,0.1333972978093596,0.09999999999999998,953.4,Primary Transit,Kepler-1214 A,0.05,0.85,0.8,5130.0
Kepler-1215 b,,0.109,4.76703963,0.05540774319556941,0.1014,923.6,Primary Transit,Kepler-1215,0.01,0.95,0.93,5616.0
Kepler-1216 b,,0.124,4.37034536,0.053013399541248146,0.0838,1612.6,Primary Transit,Kepler-1216,0.029999999999999995,0.99,0.98,5743.0
Kepler-1217 b,,0.178,2.03232507,0.032553235202965436,0.026599999999999985,798.2,Primary Transit,Kepler-1217,0.07,1.06,1.08,5905.0
Kepler-1218 b,,0.128,22.9221266,0.16372009109967822,0.149,1299.0,Primary Transit,Kepler-1218,-0.02,1.06,1.1,5986.0
Kepler-1219 b,,0.189,16.10467749,0.1366998727849716,0.20479999999999998,1061.3999999999999,Primary Transit,Kepler-1219,0.05,1.25,1.94,5944.0
Kepler-121 b,,0.209,3.177422,0.039,0.052,670.4,Primary Transit,Kepler-121,-0.38,0.8404,0.7,5311.0
Kepler-121 c,,0.203,41.008011,0.216,0.052,670.4,Primary Transit,Kepler-121,-0.38,0.8404,0.7,5311.0
Kepler-1220 Ab,,0.136,7.42693741,0.07574778316314491,0.9021999999999999,1060.2,Primary Transit,Kepler-1220 A,-0.039999999999999994,1.0,0.99,5842.0
Kepler-1221 Ab,,0.168,12.00096042,0.09957427915976041,0.052000000000000005,1304.6,Primary Transit,Kepler-1221 A,0.09,0.87,0.82,5194.0
Kepler-1222 b,,0.07,1.91694425,0.028973180257565866,0.0,788.6,Primary Transit,Kepler-1222,-0.039999999999999994,0.84,0.8,5239.0
Kepler-1223 b,,0.109,16.301259,0.11876109105183522,0.20800000000000002,805.6,Primary Transit,Kepler-1223,0.04000000000000001,0.8,0.75,4870.0
Kepler-1224 Ab,,0.1178,13.32354078,0.1165,0.0,872.0,Primary Transit,Kepler-1224 A,0.14,1.21,1.193,6254.0
Kepler-1225 b,,0.162,7.01075434,0.07592172472899329,0.013999999999999985,844.0,Primary Transit,Kepler-1225,0.01,1.13,1.19,6140.0
Kepler-1226 Ab,,0.129,17.2923453,0.13394692292971094,0.144,886.0,Primary Transit,Kepler-1226 A,-0.08,1.02,1.02,5923.0
Kepler-1227 Ab,,0.204,94.2887577,0.40806305056055175,0.0092,727.16,Primary Transit,Kepler-1227 A,-0.039999999999999994,0.97,0.95,5747.0
Kepler-1228 b,,0.137,0.57736958,0.012700794362899196,0.1214,932.0,Primary Transit,Kepler-1228,-0.18,0.78,0.74,5063.0
Kepler-1229 Ab,0.00799,0.1195,86.82974,0.3006,0.0,1225.8000000000002,Primary Transit,Kepler-1229 A,0.21,0.559,0.5658,3774.0
Kepler-122 b,,0.209,5.766193,0.064,0.0772,1388.6,Primary Transit,Kepler-122,-0.202,0.99,1.22,6050.0
Kepler-122 c,,0.524,12.465988,0.108,0.0772,1388.6,Primary Transit,Kepler-122,-0.202,0.99,1.22,6050.0
Kepler-122 d,,0.196,21.587475,0.155,0.0772,1388.6,Primary Transit,Kepler-122,-0.202,0.99,1.22,6050.0
Kepler-122 e,,0.232,37.993273,0.227,0.0772,1388.6,Primary Transit,Kepler-122,-0.202,0.99,1.22,6050.0
Kepler-122 f,0.113,0.156,56.268,0.2912166055468253,0.0772,1388.6,TTV,Kepler-122,-0.202,0.99,1.22,6050.0
Kepler-1230 b,,0.242,9.95661537,0.09390164346380554,0.1286,1222.6,Primary Transit,Kepler-1230,0.01,1.06,1.08,5961.0
Kepler-1231 b,,0.127,10.41725184,0.09522975161410205,0.023999999999999994,980.0,Primary Transit,Kepler-1231,0.06,1.01,1.0,5778.0
Kepler-1232 b,,0.172,26.7839183,0.17325087425516145,0.038,790.8,Primary Transit,Kepler-1232,0.06,0.92,0.89,5471.0
Kepler-1233 b,,0.232,45.1263042,0.2650142695113854,0.0016399999999999887,1255.154,Primary Transit,Kepler-1233,0.019999999999999997,1.16,1.25,6198.0
Kepler-1234 b,,0.251,11.94014029,0.09650127099008747,0.1,805.6,Primary Transit,Kepler-1234,0.01,0.8,0.76,4967.0
Kepler-1235 b,,0.07,4.16055856,0.05024492013436911,0.0362,1097.2,Primary Transit,Kepler-1235,0.01,0.93,0.9,5541.0
Kepler-1236 b,,0.191,31.0571618,0.18696949061021403,0.11199999999999999,943.6,Primary Transit,Kepler-1236,-0.09,0.86,0.82,5337.0
Kepler-1237 b,,0.255,84.5733226,0.37557351993560256,0.14039999999999997,971.8,Primary Transit,Kepler-1237,0.12,0.94,0.9,5472.0
Kepler-1238 b,,0.172,4.14787559,0.056065411832752814,0.09999999999999998,1375.6,Primary Transit,Kepler-1238,0.05,1.3,1.48,6386.0
