name,mass,radius,orbital_period,semi_major_axis,detection_type,star_name,star_metallicity,star_mass,star_radius,star_teff,log_radius,kepler_ratio,orbital_velocity,thermal_equilibrium,star_compactness,radius_period_ratio,log_semi_major,star_mass_orbit_ratio,orbital_frequency,star_density,radius_normalized
Kepler-1739 b,,0.2168,7.343709946,0.0697,Primary Transit,Kepler-1739,-0.5,1.02,0.8717,5703.0,-1.528780009416646,159269.52915666602,0.059634438060690964,2.1774486908963834e+17,1.1701273373867156,0.029521863144674913,-1.1567672219019907,14.634146341463415,0.1361709554643677,1.5399231001173328,0.24870941837788227
Kepler-173 b,,0.115,4.263742,0.048,Primary Transit,Kepler-173,-0.786,0.78,0.95,6031.0,-2.162823150618887,164383.4621180917,0.07073432087228078,5.742154044737504e+17,0.8210526315789475,0.026971613197984308,-1.3187587626244128,16.25,0.23453576693899397,0.9097536083977258,0.12105263157894738
Kepler-173 c,,0.217,8.005777,0.074,Primary Transit,Kepler-173,-0.786,0.78,0.95,6031.0,-1.5278579254416775,158165.52172065084,0.05807752485877253,2.4159830020225005e+17,0.8210526315789475,0.0271054264938931,-1.1307682802690238,10.540540540540542,0.1249097995110281,0.9097536083977258,0.22842105263157897
Kepler-1740 b,,0.29646,8.172400475,0.0779,Primary Transit,Kepler-1740,-0.104,1.02,0.931,5714.58,-1.2158429768964234,141282.02391979107,0.05989184413154811,1.7573665360681002e+17,1.095596133190118,0.036275755319002526,-1.1084625423274355,13.093709884467266,0.12236306860622857,1.264011801627113,0.31843179377013964
Kepler-1741 b,,0.11357,2.757590055,0.0296,Primary Transit,Kepler-1741,-0.00658,0.591,0.54,3842.11,-2.175335892078582,293213.71140695113,0.0674437756820659,2.4871143671861894e+17,1.0944444444444443,0.041184511742083436,-1.5287082889410615,19.966216216216214,0.3626354824520862,3.7532388355433617,0.21031481481481482
Kepler-1742 b,,0.19431,49.47819901,0.2587,Primary Transit,Kepler-1742,-0.18,0.99,0.865,5582.0,-1.6383004571192017,141396.44156728912,0.03285204537535488,1.4506627892938812e+16,1.1445086705202312,0.00392718417177489,-0.5872035712834566,3.8268264398917666,0.02021092157776177,1.5296316890243327,0.22463583815028904
Kepler-1743 b,,0.142637,7.649710178,0.0822,Primary Transit,Kepler-1743,0.1973,1.0,2.0998,5624.37,-1.9474523376170192,105359.69636628684,0.06751599998330839,1.480989219627235e+17,0.47623583198399844,0.018646065887595775,-1.0851281824599497,12.165450121654501,0.13072390675347753,0.10801055703661834,0.0679288503667016
Kepler-1744 Ab,,0.33607,37.10110092,0.2093,Primary Transit,Kepler-1744 A,-0.1955,1.0,0.941,5623.54,-1.0904358073839748,150129.4552268827,0.03544559735918174,2.282972592554879e+16,1.0626992561105209,0.009058221768800277,-0.6792307716613135,4.777830864787386,0.026953378072426214,1.2001378415917687,0.3571413390010627
Kepler-1745 b,,0.17201,3.016190052,0.0408,Primary Transit,Kepler-1745,0.0307,0.98,1.08087,5572.72,-1.7602026643238375,133948.21087418415,0.08499264174780428,5.793600755995114e+17,0.9066770286898517,0.057028899716031554,-1.38933983691012,24.01960784313725,0.33154409462258916,0.7760785617650202,0.1591403221478994
Kepler-1746 b,,0.797,321.2120056,0.9453,Primary Transit,Kepler-1746,-0.2439,1.22,1.499,6270.99,-0.22690060019192196,122144.68236249003,0.018490887536355718,1730633543851597.2,0.8138759172781854,0.002481227308148908,-0.0244303421063379,1.290595578123347,0.0031132086676899724,0.36220540946718993,0.5316877918612408
Kepler-1747 b,,0.3805,6.230319977,0.066,Primary Transit,Kepler-1747,0.21,0.88,0.982,5174.0,-0.9662691016803965,135017.13768471655,0.06656002128377567,1.645196687594527e+17,0.8961303462321792,0.06107230469777845,-1.1804560644581312,13.333333333333332,0.1605053999941615,0.9292834630603192,0.3874745417515275
Kepler-1748 b,,0.242013,5.823520184,0.0615,Primary Transit,Kepler-1748,-0.22,0.93,0.77,5376.0,-1.4187638352600005,145796.07175990718,0.06635434997773583,2.20844612252859e+17,1.2077922077922079,0.04155785372993566,-1.2111248842245832,15.121951219512196,0.1717174438147358,2.0370926088585053,0.3143025974025974
Kepler-1749 Ab,,0.1439,14.53409958,0.0956,Primary Transit,Kepler-1749,0.143,0.66,0.621,4238.82,-1.938636665088815,241770.0977163862,0.041328498684083496,3.532353138632436e+16,1.0628019323671498,0.009900854140150319,-1.0195421077239,6.903765690376569,0.06880371188429686,2.7559360450967345,0.23172302737520128
Kepler-174 b,,0.175,13.98179,0.1,Primary Transit,Kepler-174,-0.556,0.76,0.62,4880.0,-1.742969305058623,195490.45160409994,0.04493834700120361,5.671256473599999e+16,0.9957332605531296,0.01251628010433571,-1.0,11.632943684351554,0.07152160059620406,1.1466409255295227,0.282258064516129
Kepler-174 c,,0.133,44.000529,0.214,Primary Transit,Kepler-174,-0.556,0.76,0.62,4880.0,-2.017406150760383,197548.83627348603,0.030558761139813376,1.2383737605031008e+16,0.9957332605531296,0.003022690931738571,-0.6695862266508091,11.632943684351554,0.02272699948675617,1.1466409255295227,0.21451612903225808
Kepler-174 d,,0.195,247.35373,0.677,Primary Transit,Kepler-174,-0.556,0.76,0.62,4880.0,-1.6347557204183902,197183.65908217782,0.017196896335303212,1237376747620159.2,0.9957332605531296,0.0007883446916284626,-0.16941133131485567,11.632943684351554,0.0040427932904023725,1.1466409255295227,0.31451612903225806
Kepler-1750 b,,0.53565,205.9120026,0.6785,Primary Transit,Kepler-1750,0.14,0.96,1.193,5474.0,-0.62427431627357,135741.85153690013,0.02070370438387135,1950381048370008.8,0.8046940486169321,0.0026013539436093073,-0.16845014800424413,1.414885777450258,0.004856443467953529,0.5653923161842601,0.44899413243922875
Kepler-1751,,0.16273,7.017310143,0.0712,Primary Transit,Kepler-1751,-0.26,1.02,1.057,5732.0,-1.815662893309614,136427.32440587223,0.0637513213403352,2.1294367242120944e+17,0.9649952696310313,0.023189797327445846,-1.1475200063631437,14.325842696629215,0.14250474606677221,0.8637244424752507,0.15395458845789975
Kepler-1752 b,,0.405,56.35850143,0.2698,Primary Transit,Kepler-1752,-0.2,0.89,0.7748,5214.0,-0.9038682118755978,161730.91270483652,0.03007892958230228,1.0153136306574402e+16,1.1486835312338668,0.007186138554500597,-0.5689580546641145,3.2987398072646408,0.017743551986421226,1.9134678538686398,0.522715539494063
Kepler-1753 b,,0.20225,16.00460052,0.1179,Primary Transit,Kepler-1753,0.0,0.83,0.697,5007.0,-1.5982507230435359,156296.1433024653,0.04628591302799186,4.521502292827341e+16,1.1908177905308466,0.012636991454254681,-0.9284861949049108,7.039864291772688,0.062482034384448354,2.451205701275289,0.2901721664275467
Kepler-1754 b,,0.2177,8.195949554,0.0718,Primary Transit,Kepler-1754,0.08,0.72,0.794,4553.0,-1.5246373107416353,181478.51655481066,0.055043372593151306,8.335693026444568e+16,0.906801007556675,0.02656190092016274,-1.1438755557576996,10.027855153203342,0.12201148791990234,1.438371234441997,0.27418136020151135
Kepler-1755 b,,0.5278729,24.81209946,0.1668,Primary Transit,Kepler-1755,-0.26,1.2,1.176,6229.0,-0.638899743950482,132659.66243208272,0.04223888070927292,5.411046061691945e+16,1.0204081632653061,0.021274817991560637,-0.77780395369828,7.194244604316546,0.04030291759921875,0.7378350479439312,0.4488715136054422
Kepler-1756 b,,0.13132,2.355750084,0.0319,Primary Transit,Kepler-1756,0.15999999999999998,0.781,0.812,4915.0,-2.030118186348745,170956.8005315426,0.08508271427446919,5.734726660514588e+17,0.9618226600985221,0.055744453069071824,-1.496209316942819,24.48275862068966,0.4244932460331391,1.4587569767807427,0.16172413793103446
Kepler-1757 b,,0.26288,19.65640068,0.1335,Primary Transit,Kepler-1757,-0.24,0.87,0.822,5146.0,-1.336057624693179,162391.83732647638,0.04267338930274974,3.934745035513787e+16,1.0583941605839418,0.013373760755064136,-0.874518734299406,6.51685393258427,0.05087401382784592,1.56640405956622,0.31980535279805355
Kepler-1758 b,,0.2293,9.977210045,0.0919,Primary Transit,Kepler-1758,0.15999999999999998,1.1,1.621,5995.0,-1.4727240891182782,128254.22963822058,0.05787436839812507,1.5294163441132435e+17,0.6785934608266503,0.022982376733154165,-1.0366844886138888,11.969532100108815,0.10022842011842199,0.2582519685248671,0.14145589142504628
Kepler-1759 b,,0.080623,3.720230103,0.0429,Primary Transit,Kepler-1759,-0.02,0.796,0.732,4878.0,-2.51797131037543,175294.27344040546,0.07245483268914998,3.0764693985223725e+17,1.0874316939890711,0.021671508957197425,-1.3675427078152758,18.554778554778554,0.2688005774679363,2.029456862680789,0.11014071038251366
Kepler-175 b,,0.228,11.903515,0.105,Primary Transit,Kepler-175,-0.023,1.04,1.01,6064.0,-1.4784096500276962,122400.3190629306,0.05542349946665808,1.2264735095085861e+17,1.0297029702970297,0.019154006190608405,-0.978810700930062,9.904761904761905,0.0840087990816158,1.00941375384475,0.22574257425742575
Kepler-175 c,,0.277,34.035257,0.213,Primary Transit,Kepler-175,-0.023,1.04,1.01,6064.0,-1.2837377727947985,119872.41593953567,0.03932153268092707,2.9804206489744452e+16,1.0297029702970297,0.008138619314671254,-0.6716203965612623,4.882629107981221,0.02938129716487817,1.00941375384475,0.2742574257425743
Kepler-1760 Ab,,0.204293,38.3260994,0.2084,Primary Transit,Kepler-1760 A,0.08,0.821,0.903,5229.0,-1.5882000410837904,162291.62147410502,0.03416512085798708,1.721389454426747e+16,0.9091915836101881,0.005330388513264671,-0.6811022853725132,3.9395393474088287,0.026091880354513722,1.1150129365878818,0.22623809523809524
Kepler-1761 b,,0.1241,4.043540001,0.0413,Primary Transit,Kepler-1761,0.07,0.587,0.5992,3802.0,-2.0866675867715756,232099.03379919342,0.06417533970786529,1.2250345765151696e+17,0.9796395193591455,0.030690929227683926,-1.3840499483435988,14.213075060532686,0.24730805179439103,2.728492015163369,0.207109479305741
Kepler-1762 b,,0.2462,29.53910065,0.204,Primary Transit,Kepler-1762,0.07,1.19,1.27,6198.0,-1.401611065231784,102778.91648136258,0.043392309666158896,3.546058963767821e+16,0.9370078740157479,0.008334715498523479,-0.6903698325741012,5.833333333333333,0.03385343419384029,0.5809460437818512,0.19385826771653544
Kepler-1763 b,,0.102285,1.480280042,0.0257,Primary Transit,Kepler-1763,0.048,1.1,1.281,5969.97,-2.279992244341411,129088.75062533289,0.10908602278819035,1.9231906915497592e+18,0.8587041373926622,0.06909841185307287,-1.5900668766687054,42.80155642023347,0.6755478501546939,0.5232934465795728,0.07984777517564404
Kepler-1764 b,,0.40637,70.46829987,0.35464531819788553,Primary Transit,Kepler-1764,0.011300000000000001,1.14,1.45,6085.02,-0.9004912043402516,111328.12499999999,0.03162134259903755,1.0900830282712522e+16,0.786206896551724,0.005766706458786034,-0.45020576905736387,3.2144792035965946,0.014190778007200418,0.3739390708926155,0.2802551724137931
Kepler-1765 b,,0.22259,10.41889954,0.0917,Primary Transit,Kepler-1765,0.04000000000000001,1.006,0.887,5665.0,-1.5024237647796184,140778.29273803596,0.055300282957557734,1.2247881770966501e+17,1.1341600901916573,0.0213640604888681,-1.0376306643299789,10.970556161395855,0.09597942624946358,1.4415414056624718,0.25094701240135286
Kepler-1766 b,,0.20332,105.0149994,0.4229,Primary Transit,Kepler-1766,-0.2,1.039,1.2159,5788.86,-1.5929741864034352,145810.77322786584,0.025302662301460218,6279091560565807.0,0.8545110617649477,0.0019361043771048197,-0.37376231485309963,2.456845589973989,0.009522449228333759,0.5779921926981597,0.16721769882391643
Kepler-1767 b,,0.268795,59.65829849,0.2873,Primary Transit,Kepler-1767,-0.318,0.88,0.697,5172.78,-1.313806271696623,150084.15605526415,0.030258307468411592,8674107107324261.0,1.2625538020086085,0.004505576035579623,-0.5416643740080526,3.0630003480682215,0.016762127404079775,2.598868695328017,0.3856456241032999
Kepler-1768 b,,0.19922,15.13589954,0.1286,Primary Transit,Kepler-1768,0.14,1.22,1.1816,6264.0,-1.6133455372651173,107719.31111905936,0.05338418297293315,9.309472192389002e+16,1.032498307379824,0.01316208524465405,-0.8907590314117968,9.486780715396579,0.06606809178121699,0.7395173776195388,0.16860189573459716
Kepler-1769 Ab,,0.39834,89.1934967,0.3987,Primary Transit,Kepler-1769 A,-0.06,1.18,1.12,6173.0,-0.920449367023014,125524.26101597404,0.028086195458827675,9134665245148320.0,1.0535714285714284,0.004466020671213353,-0.39935376433760555,2.9596187609731626,0.01121157973392919,0.8399006924198248,0.3556607142857143
Kepler-176 b,,0.128,5.433074,0.058,Primary Transit,Kepler-176,0.072,1.1392,0.89,5232.0,-2.05572501506252,151288.96782092337,0.06707524098078105,2.227485851316813e+17,0.9957332605531296,0.023559406700516133,-1.2365720064370627,11.632943684351554,0.1840578648477823,1.1466409255295227,0.14382022471910114
Kepler-176 c,,0.232,12.759712,0.102,Primary Transit,Kepler-176,0.072,1.1392,0.89,5232.0,-1.4610179073158271,153419.73517250532,0.050227223101298665,7.202289892185468e+16,0.9957332605531296,0.01818222856440647,-0.9913998282380825,11.632943684351554,0.0783716748465796,1.1466409255295227,0.2606741573033708
Kepler-176 d,,0.224,25.751974,0.163,Primary Transit,Kepler-176,0.072,1.1392,0.89,5232.0,-1.4961092271270973,153129.278828035,0.03977012422699217,2.8203027602957428e+16,0.9957332605531296,0.008698362308070053,-0.7878123955960422,11.632943684351554,0.03883197458959845,1.1466409255295227,0.251685393258427
Kepler-176 e,,0.129,51.16579,0.0761,Primary Transit,Kepler-176,0.072,1.1392,0.89,5232.0,-2.047942874620465,137950.0679347825,0.05859182636469336,1.300672220682913e+17,0.9957332605531296,0.002521215835815298,-1.1186153432294272,11.632943684351554,0.01954430880476975,1.1466409255295227,0.1449438202247191
Kepler-1770 b,,0.25346,16.84189987,0.1261,Primary Transit,Kepler-1770,0.1,0.97,0.859,5520.0,-1.372549259328219,141461.05814063607,0.047043960203484204,5.838834127465772e+16,1.129220023282887,0.015049371030371768,-0.8992849134269184,7.6923076923076925,0.05937572409994384,1.5303551972240605,0.2950640279394645
Kepler-1771 Ab,,0.36177,88.64399719,0.3815,Primary Transit,Kepler-1771 A,0.0,0.941,0.934,5661.0,-1.0167466281985262,141519.09274772956,0.02704114514997778,7056405583809793.0,1.007494646680942,0.004081156214386185,-0.41850545770910075,2.4665792922673653,0.011281079731282818,1.1549122682493638,0.38733404710920766
Kepler-1772 b,,0.23963,3.215090036,0.0418,Primary Transit,Kepler-1772,0.12,0.99,1.8411,5582.0,-1.4286592118976602,141532.90920376626,0.08168889297012107,5.556569683089765e+17,0.5377220140133616,0.07453290493168634,-1.3788237182249647,23.68421052631579,0.3110332801889844,0.15863647849665294,0.13015588506870893
Kepler-1773 b,,0.31267,40.80970001,0.2489,Primary Transit,Kepler-1773,0.26,1.16,1.41,6136.0,-1.1626069577200397,108007.05259916317,0.038321399632288033,2.288187509244801e+16,0.8226950354609929,0.007661658868440185,-0.6039751033914068,4.660506227400562,0.02450397821485971,0.4138096853583788,0.2217517730496454
Kepler-1774 b,,0.28379,59.77080154,0.3096,Primary Transit,Kepler-1774,-0.275,1.09,1.174,5942.35,-1.2595207509587478,120385.81124442795,0.03254555938656733,1.3008613405061202e+16,0.9284497444633732,0.004747970458620689,-0.5091990479891451,3.5206718346253236,0.016730577041547234,0.6736312207884149,0.2417291311754685
Kepler-1775 b,,0.32537,85.65399933,0.3986,Primary Transit,Kepler-1775,0.13800000000000004,1.08,1.266,5910.19,-1.1227922826698435,115846.63099783176,0.029239471396925176,7679468834784944.0,0.8530805687203792,0.003798655083768404,-0.3994627056355312,2.7094831911690918,0.011674878088847786,0.5322585401148892,0.25700631911532384
Kepler-1776 b,,0.232984,35.01190186,0.2142,Primary Transit,Kepler-1776,-0.1,1.09,1.132,5961.17,-1.4567854973021934,124730.59826143603,0.03844002242950041,2.752245027064799e+16,0.962897526501767,0.0066544228568793315,-0.6691805335041632,5.0887021475256775,0.028561716070113534,0.7514277292307364,0.20581625441696114
Kepler-1777 b,,0.19012,12.18420029,0.1031,Primary Transit,Kepler-1777,0.0509,0.99,1.0225,5600.06,-1.6600998272363283,135462.180865116,0.053166920253427265,9.252378483475698e+16,0.9682151589242054,0.015603814405122523,-0.9867413347164835,9.602327837051407,0.08207350307764844,0.9260730473148349,0.18593643031784843
Kepler-1778 b,,0.269125,10.08740044,0.0956,Primary Transit,Kepler-1778,-0.06,1.06,1.08,5875.0,-1.31257932329761,116462.16142410108,0.05954680979893453,1.3035139978517368e+17,0.9814814814814815,0.026679321555712922,-1.0195421077239,11.087866108786612,0.09913356825160398,0.8414621754813798,0.2491898148148148
Kepler-1779 b,,0.270579,16.34359932,0.1264,Primary Transit,Kepler-1779,0.15999999999999998,1.02,0.963,5714.0,-1.307191171578406,132267.8186714979,0.048593618044443086,6.6721652857716104e+16,1.059190031152648,0.016555655501716008,-0.8982529260536337,8.069620253164556,0.06118603255136581,1.142145177542756,0.28097507788161996
Kepler-177 b,0.01837,0.312,35.8601,0.21045876842638692,Primary Transit,Kepler-177,-0.11,0.92,1.32,5732.0,-1.1647520911726548,137950.06793478256,0.03687528594576661,2.4371972398834624e+16,0.696969696969697,0.008700477689688539,-0.6768329753573228,4.371402564402026,0.02788614644130942,0.40000556529482145,0.23636363636363636
Kepler-177 c,0.04625,0.779,49.40926,0.2605943088022147,Primary Transit,Kepler-177,-0.11,0.92,1.32,5732.0,-0.24974423311138874,137950.06793478262,0.0331387746386142,1.5896256918659868e+16,0.696969696969697,0.015766275390483482,-0.5840350732081732,3.530391758088085,0.02023912116878496,0.40000556529482145,0.5901515151515151
Kepler-1780 b,,0.32171,109.4449997,0.4276,Primary Transit,Kepler-1780,0.0782,0.93,0.895,5385.22,-1.1341047603586083,153207.05313081507,0.024548312346059527,4599794261226588.0,1.0391061452513968,0.0029394673204060505,-0.3689623034632596,2.174929840972872,0.009137009481850271,1.2972206176478844,0.3594525139664804
Kepler-1781 b,,0.2123,4.88752985,0.0574,Primary Transit,Kepler-1781,0.44,0.88,0.816,5190.0,-1.5497549102729267,126311.58022645557,0.0737908202508693,2.202143656017434e+17,1.0784313725490198,0.04343707486512844,-1.2410881076020266,15.331010452961673,0.20460233097093003,1.6196165125027329,0.260171568627451
Kepler-1782 Ab,,0.19886,5.756229877,0.0582,Primary Transit,Kepler-1782 A,0.0,0.79,0.741,4867.0,-1.6151542194302095,168076.6195319572,0.06352793281223781,1.6565304205214893e+17,1.0661268556005399,0.03454691773074927,-1.2350770153501116,13.573883161512027,0.17372482012847867,1.9416567967213214,0.26836707152496625
Kepler-1783 b,,0.11771,8.277440071,0.077,Primary Transit,Kepler-1783,0.101,0.859,0.7588,5111.02,-2.139531306557748,150078.99566733727,0.05844865858320609,1.1509298960774928e+17,1.132050606220348,0.014220580154049901,-1.1135092748275182,11.155844155844155,0.12081029780010111,1.9661253247788724,0.1551265155508698
Kepler-1784 b,,0.249739,13.59049988,0.1072,Primary Transit,Kepler-1784,0.1,0.96,0.966,5475.0,-1.3873389064674857,149929.2974863033,0.04956090437268387,7.818922767290746e+16,0.9937888198757764,0.018375998101991815,-0.9698052146432488,8.955223880597014,0.07358081077441575,1.064976081036586,0.2585289855072464
Kepler-1785 b,,0.24124,19.58550072,0.1379,Primary Transit,Kepler-1785,0.0,1.02,1.0169,5734.0,-1.421962990399351,146277.17344091117,0.0442394231450655,5.684630254120184e+16,1.003048480676566,0.012317275082666359,-0.8604357338241503,7.396664249456128,0.05105817892002304,0.9699859189381489,0.23723079948864198
Kepler-1786 b,,0.28219,78.5460968,0.3659,Primary Transit,Kepler-1786,0.0,1.02,1.22294,5718.47,-1.2651746760523799,125939.50687992417,0.02926965944279755,7987200183677909.0,0.8340556364171587,0.003592667382550319,-0.4366375905133925,2.787646898059579,0.012731377378894784,0.5576795525530662,0.23074721572603726
Kepler-1787 b,,0.20688,39.31370163,0.227,Primary Transit,Kepler-1787,-0.22,1.04,0.881,5808.0,-1.5756163639585896,132132.6980284456,0.036279541370924484,2.2082829351287544e+16,1.1804767309875142,0.0052622874830522545,-0.6439741428068773,4.581497797356828,0.02543642441537246,1.5209173496059636,0.23482406356413169
Kepler-1788 b,,0.212197,2.800120115,0.0343,Primary Transit,Kepler-1788,-0.2,0.74,0.756,4670.0,-1.5502401905082233,194299.1777272256,0.07696571832107274,4.042772307541926e+17,0.9788359788359788,0.07578139197075123,-1.4647058799572295,21.574344023323615,0.3571275370092472,1.712640986457509,0.28068386243386245
Kepler-1789 b,,0.252594,80.23190308,0.3543,Primary Transit,Kepler-1789,0.12,0.96,0.845,5495.0,-1.3759718223169737,144737.38782679336,0.02774622648691294,7263208015571804.0,1.136094674556213,0.0031482987477953264,-0.45062884766682276,2.7095681625740897,0.012463869877334088,1.591113300733466,0.2989278106508876
Kepler-178 b,,0.259,9.576694,0.085,Primary Transit,Kepler-178,-0.188,0.7595999999999999,1.07,5676.0,-1.3509272172825992,149339.4145648459,0.0557677577575586,1.4365862181101395e+17,0.9957332605531296,0.027044823610318968,-1.0705810742857071,11.632943684351554,0.10442016837960992,1.1466409255295227,0.24205607476635513
Kepler-178 c,,0.257,20.552802,0.142,Primary Transit,Kepler-178,-0.188,0.7595999999999999,1.07,5676.0,-1.3586791940869172,147528.87940409908,0.04341073852701453,5.1474585527900024e+16,0.9957332605531296,0.012504377748591165,-0.8477116556169435,11.632943684351554,0.04865516633693061,1.1466409255295227,0.24018691588785046
Kepler-178 d,,0.352,96.678988,0.397,Primary Transit,Kepler-178,-0.188,0.7595999999999999,1.07,5676.0,-1.04412410338404,149380.07431527405,0.025801103409877398,6585496656818937.0,0.9957332605531296,0.0036409152317564593,-0.40120949323688493,11.632943684351554,0.010343509181126306,1.1466409255295227,0.3289719626168224
Kepler-1790 b,,0.2801,31.5889,0.20833026523610282,Primary Transit,Kepler-1790,0.1058,1.15,1.39,6108.0,-1.272608596716074,110360.05434782611,0.041437899438483375,3.2069440271663308e+16,0.8273381294964028,0.008867038738290983,-0.681247633219629,5.520081293501418,0.03165668953334874,0.4282066815881181,0.2015107913669065
Kepler-1791 Ab,,0.27844,7.720860004,0.0761,Primary Transit,Kepler-1791 A,-0.06,0.985,1.177,5887.0,-1.2785526826816713,135262.49230244991,0.061929681619488995,2.0739908197412304e+17,0.8368734069668649,0.03606334007555462,-1.1186153432294272,12.943495400788436,0.12951925037909287,0.6040972266998416,0.2365675446049278
Kepler-1792 b,,0.2248,4.1957798,0.0488,Primary Transit,Kepler-1792,0.32,0.825,0.7467,4985.0,-1.4925441609626011,151483.70184763573,0.07307805881289665,2.593110397703175e+17,1.1048613901165125,0.05357764485161971,-1.3115801779972893,16.90573770491803,0.238334719090835,1.9815977231052067,0.301057988482657
Kepler-1793 Ab,,0.3381,8.779999733,0.0787,Primary Transit,Kepler-1793 A,0.1909,0.91,0.9058,5300.76,-1.0844135692682968,158148.40212634916,0.056319669557219273,1.2746856614360917e+17,1.0046367851622875,0.03850797383617643,-1.1040252676409354,11.562897077509529,0.11389521986446739,1.224459551390691,0.37326120556414216
Kepler-1794 c,,0.160069,9.762980461,0.0821,Primary Transit,Kepler-1794,0.019999999999999997,0.812,0.6759,4940.0,-1.832150306709866,172240.5362447497,0.05283729858726019,8.83530368271366e+16,1.2013611480988313,0.01639550551590518,-1.0856568428805593,9.890377588306942,0.10242773751260507,2.6297150381526366,0.23682349459979288
Kepler-1795 Ab,,0.14836,13.36019993,0.1002,Primary Transit,Kepler-1795 A,0.28,0.768,0.688,4500.0,-1.9081135263607472,177428.24215829044,0.04712318461385439,4.084271576607265e+16,1.116279069767442,0.01110462424045476,-0.9991322784687731,7.664670658682635,0.0748491792966754,2.3582829184851652,0.21563953488372092
Kepler-1796 b,,0.2453,29.4557991,0.1879,Primary Transit,Kepler-1796,-0.16,1.15,1.02456,6103.0,-1.4052733277176934,130786.0061863199,0.04008074998104683,3.929342807719281e+16,1.122433044428828,0.008327731974516353,-0.7260732198994744,6.120276742948376,0.03394917233802019,1.0692657371696928,0.23941984852034046
Kepler-1797 b,,0.272792,23.3593998,0.1637,Primary Transit,Kepler-1797,0.01,1.02,1.097,5709.57,-1.2990456789560278,124387.6666999242,0.04403184343740281,3.965667046645634e+16,0.9298085688240657,0.011678039775662386,-0.7859513205880585,6.230910201588271,0.04280931909902925,0.772645516880849,0.24867092069279853
Kepler-1798 Ab,,0.206006,16.85589981,0.1082,Primary Transit,Kepler-1798,0.104,0.65,0.641,3972.0,-1.5798499844031237,224296.29513612794,0.040332504221074345,2.1260938819282424e+16,1.0140405616224648,0.012221596136789092,-0.9657727392294494,6.007393715341959,0.05932640863270532,2.467966544139215,0.32138221528861155
Kepler-1799 b,,0.36828,11.9296999,0.1028,Primary Transit,Kepler-1799,0.0,0.97,1.558,5540.0,-0.998911760562492,131002.53319039443,0.05414314316306159,8.913593606262018e+16,0.6225930680359435,0.0308708519985486,-0.9880068853407431,9.43579766536965,0.08382440533981916,0.25648937202493877,0.23637997432605903
Kepler-179 b,,0.146,2.735926,0.036,Primary Transit,Kepler-179,-0.01,0.91,0.76,5302.0,-1.9241486572738007,160435.76554946852,0.08267572699644109,6.097529246370495e+17,0.9957332605531296,0.05336401642442083,-1.4436974992327127,11.632943684351554,0.3655069618111016,1.1466409255295227,0.19210526315789472
Kepler-179 c,,0.178,6.40013,0.064,Primary Transit,Kepler-179,-0.01,0.91,0.76,5302.0,-1.725971728690052,156256.34772071836,0.0628305768257041,1.929296363109414e+17,0.9957332605531296,0.027811935070068888,-1.193820026016113,11.632943684351554,0.1562468262363421,1.1466409255295227,0.23421052631578945
Kepler-17 b,2.45,1.31,1.4857108,0.02591,Primary Transit,Kepler-17,0.26,1.16,1.05,5781.0,0.2700271372130602,126901.37324216471,0.10957538392332011,1.663707795400671e+18,1.1047619047619046,0.8817328379116581,-1.586532587014175,44.770358934774215,0.6730785022226398,1.0020516142965121,1.2476190476190476
Kepler-1800 b,,0.0889284,4.562029839,0.0592,Primary Transit,Kepler-1800,-0.257,0.89,0.9883,5211.68,-2.4199237274112892,100311.59199490573,0.08153488322350966,2.1050749066717002e+17,0.9005362744106041,0.019493164915267886,-1.2276782932770802,15.033783783783784,0.2192006705986826,0.9219845012822278,0.08998117980370333
Kepler-1801 b,,0.241701,10.44089985,0.0915,Primary Transit,Kepler-1801,-0.06,0.95,0.866,5455.0,-1.4200538539208944,142302.5156815769,0.05506340103501062,1.0576374772022157e+17,1.0969976905311778,0.023149441472709847,-1.0385789059335517,10.382513661202186,0.0957771853352276,1.4627494020064882,0.2791004618937644
Kepler-1801 c,,0.36212,116.5849991,0.4572,Primary Transit,Kepler-1801,-0.06,0.95,0.866,5455.0,-1.0157796303748974,142221.96744376916,0.02464015391876009,4236103633066737.5,1.0969976905311778,0.0031060599802329113,-0.3398937782767559,2.077865266841645,0.008577432840585748,1.4627494020064882,0.4181524249422633
Kepler-1802 Bb,,0.111,7.72515184,0.0653,Primary Transit,Kepler-1802 B,0.0,0.649,0.637,4245.0,-2.198225077669803,214325.82538011755,0.05311118914639055,7.615254391924771e+16,1.0188383045525904,0.0143686496134942,-1.1850868187249262,9.93874425727412,0.12944729381526307,2.5108825576931464,0.17425431711145997
Kepler-1802 Bc,,0.168,33.1364259,0.1723,Primary Transit,Kepler-1802 B,0.0,0.649,0.637,4245.0,-1.783791299578878,214662.15984059533,0.03267077842656056,1.0938058037652644e+16,1.0188383045525904,0.00506994932123926,-0.7637147225519715,3.766686012768427,0.030178269769281302,2.5108825576931464,0.26373626373626374
Kepler-1804 b,,0.14239,12.28849983,0.1017,Primary Transit,Kepler-1804,0.1,0.79,0.779,4869.0,-1.949185507189234,143560.47177001674,0.05199983355007818,5.433969448383585e+16,1.0141206675224648,0.011587256538213258,-0.9926790470772554,7.767944936086529,0.08137689822468754,1.671147248657333,0.18278562259306802
